nitEmpresa,sigla,tipo,activos,tipo_entidad
900358524,FONEMCO,Fondos de empleados,272236267.90,2
901273279,COONOGALES,Cooperativas y otras,271928965.00,3
830101205,PRODES,Cooperativas y otras,271240827.00,3
901377050,MTO,Cooperativas y otras,270147289.00,1
860076033,FOSEC,Fondos de empleados,269675180.80,2
828001238,,Cooperativas y otras,269179049.00,4
800158153,FEDUVE,Fondos de empleados,268917472.10,1
901103254,ACUICOOP,Cooperativas y otras,268779000.00,4
890705712,FEMCASUR,Fondos de empleados,268470689.40,2
800019861,COOSALUD LTDA,Cooperativas y otras,266212902.00,2
900705680,SUDECOOP,Cooperativas y otras,266204650.00,2
832008119,SUCOLAC,Cooperativas y otras,265054652.50,3
805022350,F.S.A,Cooperativas y otras,264700575.00,3
900331997,FONMAMIPAN,Fondos de empleados,264469512.00,1
900170443,FODATT,Fondos de empleados,264222273.50,3
802017452,F.E.U.,Fondos de empleados,263752856.70,1
901572670,COOCREER,Cooperativas y otras,263506372.00,4
811025147,FONALCEJA,Fondos de empleados,263286932.20,4
900414269,CRESERCOOP,Cooperativas y otras,263258514.70,2
800203989,COOMERSA,Cooperativas y otras,263024805.40,4
834000841,COOPTRAPANAMA,Cooperativas y otras,262992808.90,4
900483077,COOPETEC,Cooperativas y otras,262566611.00,4
800164410,CENTRACOOVER,Cooperativas y otras,262452712.00,4
802017109,COOPSAGEN,Cooperativas y otras,262170079.40,4
800016278,SALDANNA CTA,Cooperativas y otras,260243741.00,3
800076650,COOALGECIRAS,Cooperativas y otras,260220327.10,4
900987880,FEDGOSA,Fondos de empleados,259914608.30,1
844004290,ARENAS DEL CASANARE,Cooperativas y otras,259763105.40,3
900239357,FONEMPO,Fondos de empleados,259611010.30,3
800151486,COMERCASANVI LTDA,Cooperativas y otras,259499864.00,4
816002975,COOTRALTAGRACIA,Cooperativas y otras,257770408.00,2
900741411,EUFORIA,Fondos de empleados,257545949.00,1
822000621,QUIRURCOOP,Cooperativas y otras,256611168.00,2
900123175,COOPGACOR,Cooperativas y otras,255627462.50,4
860043945,ACRELLANO,Cooperativas y otras,255569323.70,1
900767550,COOCAPITAL,Cooperativas y otras,255281590.00,2
810000889,COOMETRA CTA,Cooperativas y otras,255066488.00,1
890319190,FONAPEX,Fondos de empleados,254916883.90,3
900855634,FONDETER,Fondos de empleados,254881182.40,2
830105533,COOPINSI,Cooperativas y otras,254618661.80,2
826002456,FACINTRASOG,Fondos de empleados,254441089.10,4
900152894,FODEMPA,Fondos de empleados,254400248.00,2
860023808,,Cooperativas y otras,253005973.90,2
811030029,FODESIL,Fondos de empleados,252818859.70,4
860024028,AMACOL,Cooperativas y otras,252601749.00,4
800083143,COORTEGA CTA,Cooperativas y otras,252497929.00,2
800020462,COOTRAMER LTDA,Cooperativas y otras,252430714.40,2
891224136,,Cooperativas y otras,251911798.00,2
800078982,COOTRAREALES,Cooperativas y otras,251323007.00,1
800255080,N,Cooperativas y otras,250462102.00,4
800073711,FODECOR,Fondos de empleados,249796440.00,2
800204614,FODINBA,Fondos de empleados,249620000.00,1
900773514,FEDE-HRCV,Fondos de empleados,249562363.20,2
800073023,MULTIFONDO,Fondos de empleados,247953922.00,1
900667935,FECONT,Fondos de empleados,247371040.60,3
900835629,,Fondos de empleados,246613619.00,3
860535342,FONDEC,Fondos de empleados,246451386.60,1
901214632,COOP INTEGRAL RIOBLANCO,Cooperativas y otras,246399321.00,4
900597478,ALCOOP LTDA,Cooperativas y otras,246023000.00,1
900982424,SPOROS,Cooperativas y otras,245731534.00,4
846001054,COOPDAMANV C.T.A,Cooperativas y otras,245110962.50,4
901036909,COOPCREAR,Cooperativas y otras,244797823.00,4
800246443,CORPOCRISTO,Cooperativas y otras,244016228.00,4
800076624,COOPROLENAR,Cooperativas y otras,243864692.00,2
900245403,FONASSIST,Fondos de empleados,243253045.30,4
811036536,COASDA,Cooperativas y otras,243246869.00,4
816004368,,Cooperativas y otras,243105828.00,1
900027669,COOMCREDICOM,Cooperativas y otras,242884662.60,2
860039902,,Fondos de empleados,242635306.00,2
860525422,COOPEFAC,Cooperativas y otras,242461100.70,4
804006470,CETA COOPERADOR,Cooperativas y otras,241935580.10,1
901343160,CARCOOP,Cooperativas y otras,241139611.00,1
900363218,FONDECOLT,Fondos de empleados,241090814.20,2
900608921,FONEXTRARSA,Fondos de empleados,240967925.10,2
900201810,AGROLACTEOS,Cooperativas y otras,240667471.00,3
901505229,COOMULFINANZAS,Cooperativas y otras,240491838.00,4
830041076,,Fondos de empleados,240432272.60,2
900064789,FEPECENS,Fondos de empleados,239468934.10,2
860350645,FEPROL,Fondos de empleados,238699811.00,2
901630344,,Fondos de empleados,238533401.30,2
891801863,N,Cooperativas y otras,238434411.00,2
830072337,COASISTIR LTDA.,Cooperativas y otras,238393037.00,4
800180292,FONDEFUSM,Fondos de empleados,237209509.70,4
800037033,FENS LTDA,Fondos de empleados,236654004.00,1
800057745,CEMCOL LTDA.,Cooperativas y otras,236335231.90,4
813002095,COOMULMAP,Cooperativas y otras,236155188.00,3
900801532,FEMRIA,Fondos de empleados,235922153.00,3
800014441,NO TIENE,Cooperativas y otras,235192431.00,1
860067636,NINGUNA,Cooperativas y otras,234667756.00,4
860024042,COOPTRAFIBER,Cooperativas y otras,233924847.00,1
901441827,FODEGRAN,Fondos de empleados,233778042.40,2
900184885,FODEMPOLI,Fondos de empleados,233468498.10,4
900301150,COOPACTIVA,Cooperativas y otras,232581881.00,3
830104663,FESIN,Fondos de empleados,229758304.70,2
802018712,COOFAMCOV,Cooperativas y otras,229698228.00,4
813000792,COOPISTUR,Cooperativas y otras,229683939.80,2
900508854,FONESES,Fondos de empleados,229244854.10,2
800092327,COOVIESAN LTDA,Cooperativas y otras,227062075.00,3
830077322,FONHUSME,Fondos de empleados,226361439.80,3
900933763,,Cooperativas y otras,225968866.00,4
802012032,FESHCA,Fondos de empleados,225914295.80,1
900028501,FODEM-PD,Fondos de empleados,225300037.30,1
901583375,KAUSAI SACHA,Cooperativas y otras,224404490.00,1
900449780,FONDECA,Fondos de empleados,223361951.80,2
830052402,GRANSOCIAL LTDA.,Cooperativas y otras,222736412.30,4
820002796,UNIGAS PAIS,Cooperativas y otras,222421175.00,2
830501994,COOPHECODEF,Cooperativas y otras,221825330.00,2
900151713,COOMULSERFAM,Cooperativas y otras,220267077.00,2
804001787,COOPTRAMON LTDA.,Cooperativas y otras,219793619.60,3
800024309,CONFECOOP CALDAS,Cooperativas y otras,218403378.10,2
900084254,COOTRAHOTELCO,Cooperativas y otras,218235833.50,4
901244484,COOMUEMLABORAL,Cooperativas y otras,217654360.00,3
800048112,COTRASOLAMAR,Cooperativas y otras,216484230.00,4
900014681,DUMIALCOOP,Cooperativas y otras,216472088.00,1
901181206,SYASCOOP,Cooperativas y otras,215948736.00,3
901563124,COFFEE CONTRI,Cooperativas y otras,214107401.00,3
890212121,COOPTRAMALAGA LTDA,Cooperativas y otras,213966943.30,4
814001004,CAPAS,Cooperativas y otras,213396003.00,1
901418652,COOMULSOR,Cooperativas y otras,212486179.00,2
800084342,FEUNISARC LTDA.,Fondos de empleados,211135437.40,1
808000611,FODPENNON,Fondos de empleados,211029322.30,1
900952950,COOMULASER,Cooperativas y otras,210912684.00,2
891407881,CRECER,Cooperativas y otras,210428450.80,1
900062716,FONDEFRIO,Fondos de empleados,210306257.20,4
890804282,,Cooperativas y otras,210287824.00,4
900873567,SSOGROUP,Cooperativas y otras,209942325.00,2
817005991,ASOTRANSBEL,Cooperativas y otras,209319830.50,1
826003666,FODEMSOG,Fondos de empleados,209121807.50,1
800173879,FONSERAS,Fondos de empleados,207648279.00,2
891224322,,Cooperativas y otras,206899989.00,3
900187093,COOPESAC,Cooperativas y otras,206453884.40,1
816002817,FETRARIS,Fondos de empleados,204950428.30,1
900078546,COORDOBESEA,Cooperativas y otras,204922993.00,3
901328773,FONGEP,Fondos de empleados,204692736.90,3
800194898,COOACEVA LTDA,Cooperativas y otras,204681283.50,4
900444477,FECOODESURIS,Fondos de empleados,203255558.50,4
800173972,FOEHSCAVAL,Fondos de empleados,203161560.90,2
800247653,FESGAC,Fondos de empleados,203079471.00,4
800106859,FECONCAL,Fondos de empleados,202887218.40,2
813001454,FONDIPETROL,Fondos de empleados,202809030.10,4
900193010,FONETSA,Fondos de empleados,202605027.00,4
900640055,,Cooperativas y otras,202436517.10,2
900219144,COOPESER,Cooperativas y otras,201765310.00,2
900281397,FONDECOMFA,Fondos de empleados,201408309.70,3
802013046,COOMEC,Cooperativas y otras,201281526.50,4
830138977,EMPRENDER,Fondos de empleados,201245135.00,3
890703501,CIENALFA LTDA,Cooperativas y otras,201097137.40,2
800232850,COOPTRAEKA,Cooperativas y otras,199642881.00,1
900163378,COOPCREDISOCIALES,Cooperativas y otras,199226160.00,4
900299783,,Cooperativas y otras,199014485.00,2
814003513,COOPDESAM LTDA.,Cooperativas y otras,198866715.00,4
901533748,TUYOFONDO,Fondos de empleados,198744442.00,4
830132834,COOPSENTIDO,Cooperativas y otras,198717476.00,3
900979929,FENICOMAR,Fondos de empleados,197740586.20,3
813002928,COOTRALIBER LTDA.,Cooperativas y otras,197612737.80,1
900102206,,Fondos de empleados,197160004.00,4
900274763,,Cooperativas y otras,196859632.00,1
890904564,,Cooperativas y otras,196755721.00,1
800037385,COOPEDUCAR LTDA,Cooperativas y otras,196749184.90,4
802015198,COOCREDIYA,Cooperativas y otras,196621932.00,3
830507893,COOTRAROSARIO,Cooperativas y otras,196389949.00,1
901097798,FEPALPE,Fondos de empleados,196104560.40,1
802005816,COOMADEC,Cooperativas y otras,195999866.00,4
900007425,,Cooperativas y otras,195395000.00,4
813001858,RIOLORO,Cooperativas y otras,195010679.30,3
800015890,,Cooperativas y otras,194852297.00,3
800121371,,Cooperativas y otras,194635577.80,3
890211991,COOPTRACAR,Cooperativas y otras,194290900.00,3
819003530,COOSALAMINA,Cooperativas y otras,194047000.00,1
800086758,COODEPLAND LTDA,Cooperativas y otras,193512072.60,2
900964508,COONALSOCIAL,Cooperativas y otras,192345830.00,1
800017164,LA PLAYA LTDA,Cooperativas y otras,192308159.00,4
830009190,COOPEMED,Cooperativas y otras,192106746.60,2
901382989,PROSPERO,Fondos de empleados,191716510.40,3
800210620,COOPOSUCRE,Cooperativas y otras,190803439.00,2
901466330,FUTURCOOM,Cooperativas y otras,190746170.00,1
800229998,SUCRELTDA,Cooperativas y otras,190114920.00,3
818001045,COOTRALOSONCE,Cooperativas y otras,189949091.00,4
900017379,COOBRAZFUNZA,Cooperativas y otras,189392915.00,2
806002149,FEASGIMCAR,Fondos de empleados,189251597.30,2
901566018,COLATTE,Cooperativas y otras,187986739.40,1
900271208,COOPFENAL,Cooperativas y otras,186963971.90,2
901470685,PRECOBARMIN,Cooperativas y otras,186452183.00,2
900960917,COOPFAMILIAMA,Cooperativas y otras,186338724.00,1
811009732,COOAPPYME,Cooperativas y otras,186333681.00,2
860404221,COOCOLSER,Cooperativas y otras,186182619.90,3
900239079,SERVIGENCOOP CTA,Cooperativas y otras,186021457.30,4
814006226,FONDEGAS,Fondos de empleados,185750330.70,1
860519268,CARBOCOOP,Cooperativas y otras,185721996.40,2
846001238,,Cooperativas y otras,185623673.20,1
890481532,CONFECOOP CARIBE,Cooperativas y otras,185596999.30,1
900780244,COOPFECON,Cooperativas y otras,184926972.00,3
900155491,COEXISTIR AGROINDUSTRIAL CTA,Cooperativas y otras,184551601.60,2
891224320,,Cooperativas y otras,184272504.00,3
900490629,FUMDIRCOOP,Cooperativas y otras,184219687.60,4
901192219,FONDCOSTA,Fondos de empleados,183977576.00,1
800085571,,Cooperativas y otras,183692307.00,1
901147408,CONFEPAZ LTDA,Cooperativas y otras,183008962.00,4
901043682,FINVERTIMOS,Fondos de empleados,183003210.00,2
800119702,FORESA,Fondos de empleados,182920542.40,2
809010380,FOEMCCI,Fondos de empleados,181196256.50,4
900150104,FONFACE,Fondos de empleados,181042950.00,1
800043982,FEINMUTORO LTDA.,Fondos de empleados,180719727.10,1
901472497,COOMULTISAM,Cooperativas y otras,180668000.00,4
805031564,FECICA,Fondos de empleados,180281426.40,3
890706176,CAJAMARCA  C.T.A.,Cooperativas y otras,179991205.00,4
900356889,FECANDES,Fondos de empleados,179437018.20,3
817002636,COPRADO,Cooperativas y otras,178162000.00,1
804015278,COOCCEBA,Cooperativas y otras,177534138.00,3
813007772,PERLAZA,Cooperativas y otras,177521132.20,1
900755763,TIPI.CAFE,Cooperativas y otras,176791366.70,2
900693578,COOPVIHUNAL,Cooperativas y otras,176727636.00,4
804001287,FONDEORIENTAL,Fondos de empleados,176716931.00,1
860450122,COOPROBANAL,Cooperativas y otras,175855063.20,4
901524551,COOPSERFINANZAS,Cooperativas y otras,174450985.00,3
901582638,ORMOQ,Cooperativas y otras,173408241.00,4
814003220,COOTSERVIR LTDA,Cooperativas y otras,173273832.00,1
900301009,COOPERRED,Cooperativas y otras,173012753.80,1
814003510,,Cooperativas y otras,172821406.00,2
900301279,COOPTRAHSM,Cooperativas y otras,172296792.40,4
800057241,COOMERCADOS LTDA,Cooperativas y otras,171914952.70,2
814005564,COOMERCIACAFE LTDA,Cooperativas y otras,171315526.90,2
804011168,EMCOPROSAN LTDA,Cooperativas y otras,171111202.90,1
900115915,COOPSERVICIOS T.G.,Cooperativas y otras,169920425.50,4
800210131,FELAVE,Fondos de empleados,169725964.00,1
811027496,FEDEAPOL,Fondos de empleados,169375671.10,4
800088203,COTRAMULSAR,Cooperativas y otras,169096016.00,3
901119274,,Fondos de empleados,168518447.00,3
890984101,,Cooperativas y otras,168050193.20,2
807001492,COPTARRA,Cooperativas y otras,167979116.60,2
890330878,FONDEIGAC,Fondos de empleados,167850077.30,4
900063687,,Cooperativas y otras,166693104.00,4
901344701,FEINV,Cooperativas y otras,166173152.00,2
814006423,COOTRAENCANO,Cooperativas y otras,166148267.00,2
900822370,COOPEASYCOL,Cooperativas y otras,166062277.00,2
830146356,FECNAC,Fondos de empleados,165399390.00,4
901319812,COOPBUENFUTURO,Cooperativas y otras,165136595.00,3
900526355,OPERADOR INTEGRAL,Cooperativas y otras,164589794.00,1
846001219,COMUNEROS DE SAN MIGUEL C.T.A,Cooperativas y otras,164569874.30,3
900706388,VERTICE,Fondos de empleados,163885675.80,4
802008790,FONDECOUNTRY,Fondos de empleados,163812221.00,4
891501013,CONFECOOP CAUCA,Cooperativas y otras,163082123.90,4
807003440,COOEXTRAMUNICIPALES,Cooperativas y otras,163048848.00,2
900897043,FONDECOMUN,Fondos de empleados,163037531.50,1
830045402,PROCOSERSA,Fondos de empleados,162758505.10,1
900669605,COBUFALOS,Cooperativas y otras,162743734.00,4
900039024,BIENESCOOP,Cooperativas y otras,162207243.00,4
900202046,COOPDESCAR,Cooperativas y otras,162174194.00,1
900395993,COOPSERVAL,Cooperativas y otras,161939441.00,1
812001752,COOPRESCORDOBA,Cooperativas y otras,161724597.00,3
900813583,,Fondos de empleados,160871100.00,4
813005772,"COOP.CONSTRUCTORES. ASOC, CONSTRUCT. CAMBIS LTDA.",Cooperativas y otras,160824289.80,2
830510073,COOMULGEDESCO,Cooperativas y otras,159970646.30,1
830502692,,Cooperativas y otras,158386442.70,3
830081369,SERVICONFORT O.C.,Cooperativas y otras,158229609.00,4
900665327,COOMULTIHERAS,Cooperativas y otras,157879480.00,1
901328112,COOPATD,Cooperativas y otras,157786706.00,3
900245557,COOPANDINA,Cooperativas y otras,157296425.00,3
901346346,COOMULJURIDICOS,Cooperativas y otras,156466160.00,4
800241836,FECYR,Fondos de empleados,156191880.10,2
901026391,COOTRAINDUCOL,Cooperativas y otras,155443601.60,3
900535558,SERVIMAVI CTA,Cooperativas y otras,155413608.00,2
901458949,FONMAZARS,Fondos de empleados,155378937.00,3
900256726,COOEMPROCALDAS,Cooperativas y otras,155017594.00,4
830515004,COOPSEGA,Cooperativas y otras,154977333.60,2
800187770,FESCABA,Fondos de empleados,154968801.00,4
901180544,SERVIMULTICOOP,Cooperativas y otras,154368829.00,4
901336279,FONDESS,Fondos de empleados,153144153.00,3
891502033,FELOTCAUCA,Fondos de empleados,152930337.70,1
830142091,COOFINACREDITO,Cooperativas y otras,152691960.00,4
891300840,COOMULT,Cooperativas y otras,152331150.00,2
830110827,COLCULTURA O.C.,Cooperativas y otras,151830158.60,2
830075372,COPSEFAM,Cooperativas y otras,151490372.70,1
800178216,OPLAMAR LTDA,Cooperativas y otras,151152653.70,3
900359824,COOPROGRESO,Cooperativas y otras,150707085.00,4
830138186,RELICOOP,Cooperativas y otras,150294320.00,1
860010026,,Cooperativas y otras,150244002.00,4
830120149,COOPTEXTIL,Cooperativas y otras,150238290.20,2
900641149,,Cooperativas y otras,149535148.00,4
900761949,COOPINDESARROLLO,Cooperativas y otras,149498854.00,2
816004084,COOTRACENTRO,Cooperativas y otras,148728376.00,1
901152035,,Fondos de empleados,148606506.00,1
890505329,COOTRATONCHALA,Cooperativas y otras,148395550.20,3
900324647,LISCOOP CTA,Cooperativas y otras,147915880.30,4
802018744,COOMECOLCREDICON,Cooperativas y otras,147301670.00,2
807001828,COOTRALTO LTDA,Cooperativas y otras,147271716.00,3
900335198,CORSOCIAL,Cooperativas y otras,146997852.30,1
900263346,COAGROACTIVA,Cooperativas y otras,146632282.00,3
860013481,FONDONOGO,Fondos de empleados,146475305.10,2
901615023,,Fondos de empleados,146159527.00,1
900280573,MINGA,Cooperativas y otras,146110441.80,4
900906324,FONDESUR,Fondos de empleados,146039497.00,4
813001152,FEMEL,Fondos de empleados,145807155.40,1
811016586,COOMAPRO,Cooperativas y otras,145624331.00,3
900261983,FEDECAMI,Fondos de empleados,145191206.10,1
900405509,COOPSOLIRAK,Cooperativas y otras,145140674.00,3
900982666,COOPEDEL,Cooperativas y otras,144239917.00,2
801005102,APISCOOP,Cooperativas y otras,144125487.00,3
800017418,COMUNEROS,Cooperativas y otras,144006089.00,1
800017414,PERLA DEL INGRUMA,Cooperativas y otras,144000787.00,1
900826334,COOMPORMAG,Cooperativas y otras,143785387.00,2
890480770,COOTELEPOSTAL,Cooperativas y otras,143728657.70,4
900574576,,Cooperativas y otras,143536625.00,2
805027281,COOAPOSENTO ALTO,Cooperativas y otras,142717734.00,4
901056573,FONDUSPEC,Fondos de empleados,142433269.00,2
891412955,COTRAOCCI,Cooperativas y otras,142373960.00,4
900532038,,Cooperativas y otras,141637190.20,3
900112487,FONSAC,Fondos de empleados,141409592.50,3
806008719,COOMULSEP,Cooperativas y otras,141378754.10,1
900007918,PORVENIR CTA,Cooperativas y otras,141358738.00,2
900138640,COAFIANZAR,Cooperativas y otras,141180001.20,4
816002842,COOTRAESPUVIR,Cooperativas y otras,140885412.40,1
900436097,COOPSERUNIVERSAL,Cooperativas y otras,140610000.00,4
900716991,FONESVA,Fondos de empleados,140609045.10,1
844005123,,Cooperativas y otras,140591560.80,1
860050507,COANDIVE,Cooperativas y otras,140566940.50,2
900759885,FONCORBANCA,Fondos de empleados,140425802.00,2
830071314,,Fondos de empleados,140063942.30,2
901330639,,Cooperativas y otras,139967132.00,2
816007614,,Fondos de empleados,139863096.00,2
900065388,COOGALEZ,Cooperativas y otras,139750000.00,4
860533912,COARTECMA,Cooperativas y otras,139129553.00,4
805005167,FONDEBA,Fondos de empleados,138843781.40,4
901267169,COOMULTRACOSTA,Cooperativas y otras,138737883.00,4
900388247,FECOP LTDA,Fondos de empleados,137807998.40,1
828001648,COOPCARANNO,Cooperativas y otras,137249421.80,4
900041106,COOFORGRESO,Cooperativas y otras,136406632.00,2
900263834,COOPROFAMI,Cooperativas y otras,135456507.60,2
800016991,COOPUENTES CTA,Cooperativas y otras,135248180.00,2
800005218,FERCOSFA,Fondos de empleados,135130973.00,1
830501858,COOPERAR C,Cooperativas y otras,135037069.00,1
817001322,,Cooperativas y otras,134136000.00,4
802000899,COOMUPECOM,Cooperativas y otras,133902287.00,2
900471178,COOPIFINANZAS,Cooperativas y otras,133754155.00,4
890203115,COOPTRABANCOL LTDA,Cooperativas y otras,132922972.70,4
817001341,,Cooperativas y otras,132429000.00,3
900659318,CTA EL REFUGIO,Cooperativas y otras,131453450.60,3
805006631,FONCLARET,Fondos de empleados,130735371.70,4
807005593,CALISERVICIOS LTDA,Cooperativas y otras,130624346.80,3
815001586,COOTRADESCAR,Cooperativas y otras,130224530.10,3
806002501,COOBC,Cooperativas y otras,128819022.10,3
817007449,COOUNION,Cooperativas y otras,128680000.00,2
811028636,,Cooperativas y otras,128622117.00,1
830025660,,Fondos de empleados,128024170.00,3
800179932,COMVITAME LTDA.,Cooperativas y otras,127948602.20,4
900044818,COOPINVERSIONES,Cooperativas y otras,127578904.00,2
800016891,ZUYEPAL,Cooperativas y otras,127476808.00,2
860069310,FONDFIBER,Fondos de empleados,127074621.90,3
901132110,ALTOGRANDE,Cooperativas y otras,126814396.00,2
846001066,,Cooperativas y otras,126528488.70,3
830138191,COOPEMCOR,Cooperativas y otras,126398938.40,1
891412243,FESSAN LTDA.,Fondos de empleados,126398135.00,4
817002632,COOPARA,Cooperativas y otras,125920000.00,2
900361121,COOPEVOLUCION,Cooperativas y otras,125853225.50,4
800039179,COONALDECAR,Cooperativas y otras,124953689.00,2
900375308,ASOMERCK,Cooperativas y otras,124525441.10,4
900035774,SOFERCO,Fondos de empleados,124206555.00,3
900318711,FONCOVALSA,Fondos de empleados,123729155.50,1
835001860,,Cooperativas y otras,123510370.00,2
900117681,COOMULSERVAR,Cooperativas y otras,123405135.00,4
830104452,PREVISION,Cooperativas y otras,122908628.00,3
900572075,COOPMULTICOL,Cooperativas y otras,122512552.00,4
830057729,COOPMILENIO LTDA,Cooperativas y otras,122350329.10,1
901619499,CAFE SUR DE ATA,Cooperativas y otras,121829372.00,1
900953139,COOMABAG,Cooperativas y otras,121548650.00,4
800051165,,Cooperativas y otras,121280000.00,4
900351751,COOPANDINAC,Cooperativas y otras,121100567.00,2
800105359,COONUEVA LTDA,Cooperativas y otras,120490533.40,3
900831496,F.T.B,Fondos de empleados,120136982.60,4
800151246,FECCA,Fondos de empleados,119720082.30,4
860526213,FEINRKC,Fondos de empleados,118774152.40,3
891410055,,Cooperativas y otras,118514306.00,2
860510115,COOPEMILCI LTDA,Cooperativas y otras,118105653.00,2
800049379,COOPSERPENTRATOL,Cooperativas y otras,117828460.30,4
901574989,FONBIOBOLSA,Fondos de empleados,117767177.00,2
807001154,COECOAMBIENTAR,Cooperativas y otras,117700541.80,1
800031381,COOFA LTDA,Cooperativas y otras,116902258.00,2
900323012,COOPNALFUTURO,Cooperativas y otras,116670669.50,3
834000672,COOTRATAB,Cooperativas y otras,116546486.30,1
830133303,CODENET LTDA,Cooperativas y otras,115351646.20,1
800113307,COOTRASALUD LTDA,Cooperativas y otras,115306911.50,1
901457424,INCOOPBA,Cooperativas y otras,115119902.50,4
900357298,FONTRACOL,Fondos de empleados,115092532.80,4
800253830,COOPEREMAS,Cooperativas y otras,115065627.80,4
802020502,COOPEAGUILA LTDA,Cooperativas y otras,114948000.00,2
830037223,COOPFUNDADOR LTDA,Cooperativas y otras,114353162.00,2
807008392,COOTRASERMUGIB,Cooperativas y otras,114070602.60,4
800142524,LA CANDELARIA,Cooperativas y otras,113699793.70,2
800015900,COOPTRAROVI  LTDA.,Cooperativas y otras,113621946.50,4
807009519,FONDESAN,Fondos de empleados,112914735.00,2
800049750,LOS VALLETENZANOS,Cooperativas y otras,112793275.00,2
807007079,COOTRASERMORELAB,Cooperativas y otras,112433567.00,2
900275632,COOPCRESIENDO,Cooperativas y otras,111144216.00,1
800015539,PRECOOMELALICAL,Cooperativas y otras,110914588.00,2
900248904,SOLFINST,Cooperativas y otras,110513118.00,2
824005433,COOTRATEKAR,Cooperativas y otras,110076692.00,4
832005370,COOPMANTVIAS,Cooperativas y otras,110007504.10,1
890506358,FEMPOJUDICIAL,Fondos de empleados,109931504.20,3
860028481,COOEDUNOR,Cooperativas y otras,109429353.10,1
846001052,SANTANA C.T.A,Cooperativas y otras,109097733.00,2
900021453,,Cooperativas y otras,108830000.00,3
800068222,FECCI,Fondos de empleados,108764999.90,4
800067100,COOPENSENA LTDA,Cooperativas y otras,108602146.50,3
900791097,COOMEAC,Cooperativas y otras,106935927.00,4
901291837,COOPJURIDICA,Cooperativas y otras,106786725.00,2
800115482,COOTRAVIAT,Cooperativas y otras,105840000.00,4
813006849,,Cooperativas y otras,105803066.30,1
890702265,COOAGRICOL,Cooperativas y otras,105457477.10,2
811041611,FEDIAL,Fondos de empleados,105280061.90,4
815003927,FONIMECOL,Fondos de empleados,105097866.80,3
800014123,COOPMAVIAL,Cooperativas y otras,104969107.30,1
900855787,COOINFICORP,Cooperativas y otras,104813522.00,1
900291712,COOMNDAR,Cooperativas y otras,104510107.40,4
900469652,FONDEMI,Fondos de empleados,104242167.00,1
819001023,COOPSERCAR LTDA,Cooperativas y otras,103570150.00,2
807008112,COOTRAMEZA,Cooperativas y otras,103071102.50,4
901347538,CREARABOGADOS,Cooperativas y otras,102658086.00,4
830083251,,Fondos de empleados,102008253.00,1
804013834,COOLABRANZA MULTIACTIVA LTDA,Cooperativas y otras,101553727.40,4
901333537,FONDESESA,Fondos de empleados,100565699.00,4
811012770,CRECER,Cooperativas y otras,100519142.00,1
900099878,FINNOVAR,Fondos de empleados,100002950.30,4
901648447,ALIANZCOOP,Cooperativas y otras,100000000.00,1
800087516,COTRAUNION,Cooperativas y otras,99444489.17,4
807007087,COOTRASERMULPAC,Cooperativas y otras,99299012.68,2
805030410,FONTOYOTA,Fondos de empleados,98415995.36,1
800229861,,Fondos de empleados,98316418.99,3
805007844,COOCREDICER,Cooperativas y otras,98105529.22,1
817006270,COORIZON,Cooperativas y otras,97498000.00,3
800132196,COARROSAN,Cooperativas y otras,97317736.35,2
830084488,CHIGUANOS,Cooperativas y otras,96692944.00,4
830076658,FEDEMCGRAW,Fondos de empleados,96666934.53,4
900456808,COOEXCARI,Cooperativas y otras,96334876.26,3
800240569,NO TIENE,Cooperativas y otras,95703854.00,4
800157414,COOMPAYERS LTDA,Cooperativas y otras,94809314.00,1
901533680,COOMULTICOR,Cooperativas y otras,94599380.00,1
810000909,FEMAS,Fondos de empleados,93838404.00,3
901305024,COOMERAGRO,Cooperativas y otras,93487278.00,2
832001045,FEDEHSAG,Fondos de empleados,91542932.08,3
830146621,DINAMIZAR SOLUCIONES,Cooperativas y otras,91231272.00,2
809006853,ALIANZA-CM COOPERATIVA MULTIACTIVA,Cooperativas y otras,91169512.00,2
900731601,,Fondos de empleados,90686490.00,2
901326421,COOMICER,Cooperativas y otras,89770588.00,3
860031192,,Cooperativas y otras,89387181.00,3
890506188,MICROCOLMA,Cooperativas y otras,89338326.14,1
800200920,COOCREDIHONDA,Cooperativas y otras,88136930.00,4
900310117,MI ALCANCIA,Cooperativas y otras,87580251.77,4
900091684,COOBRIS,Cooperativas y otras,87404000.00,4
890505732,CENCONORTE LTDA.,Cooperativas y otras,87078309.90,3
901565971,COOLEP CTA,Cooperativas y otras,86914246.00,2
890985093,NO TIENE,Cooperativas y otras,86841624.23,4
830074607,FEALSE,Fondos de empleados,86597246.00,1
900394593,COOPSERVICREDINAL,Cooperativas y otras,86251940.87,1
830043739,COOPSERVIS LTDA,Cooperativas y otras,86183067.00,2
800218002,FESC,Fondos de empleados,85995293.85,1
890306475,COOTRAHOTELEROS,Cooperativas y otras,85989762.32,3
807005418,NUEVA ARMONIA,Cooperativas y otras,85758196.88,4
800116949,COOINPAL,Cooperativas y otras,85521838.00,3
901108533,FEA,Fondos de empleados,85449771.68,1
800193807,,Cooperativas y otras,85402275.86,1
900948020,C L C CTA,Cooperativas y otras,85353407.57,4
802003110,FEDUCAR,Fondos de empleados,85052537.78,4
