nameEmpresa;nitEmpresa;emailEmpresa;activos;tipoEntidad
FONDO DE EMPLEADOS DE PEREZ ARCINIEGAS Y CIA LTDA;830019895;fempayc@gmail.com;311510554;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SERVICIOS COOPETRASAM;860022384;gerencia.coopetrasam@gmail.com;2137951282;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE F.A.N.A;860527570;contabilidad@fundacionfana.org;401616529;Fondos de empleados
COOPERATIVA EMPLEADOS HOSPITAL SAN JOSE LTDA;860031632;coopempleadoshsj@gmail.com;738408380;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DEL DISTRITO CAPITAL;860532377;coopcapital85@gmail.com;340659834;Cooperativa sin ahorro
FONDO DE EMPLEADOS ORGANIZACION SAYCO ACINPRO;800119702;foresa@saycoacinpro.org.co;182920542;Fondos de empleados
COOPERATIVA DE TRABAJADORES DEL COUNTRY CLUB LTDA;860016091;coopcounatryclub@gmail.com;1680097031;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE SCHNEIDER DE COLOMBIA S.A.;860500131;fondesec@non.se.com;3178194214;Fondos de empleados
COOPERATIVA MULTIACTIVA ACRELLANO  LTDA.;860043945;coop.acrellano@gmail.com;255569324;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA PROPULSAR;800087077;gerente@cooperativapropulsar.com;4968174093;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA SABANA ;800033961;fonsabana@fonsabana.com.co;36763612762;Fondos de empleados
FONDO DE EMPLEADOS ORGANIZACION RAMO;860511420;gerencia@fondoramo.com;8485590429;Fondos de empleados
COOPERATIVA DE TRABAJADORES DE AUTOMERCANTIL LTDA;860053923;marmise@hotmail.com;286207376;Cooperativa sin ahorro
COOPERATIVA EXTERNADISTAS DE COLOMBIA;860037381;coopexcol@uexternado.edu.co;1779693256;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE ZIPAQUIRA;860016125;coomulzipa@hotmail.com;1408595144;Cooperativa sin ahorro
FONDO DE EMPLEADOS CHUBB SEGUROS;860060455;wilson.sanabria@chubb.com;362916362;Fondos de empleados
COOPEREATIVA  MULTIACTIVA DE TECNICOS PETROLEROS DEL PUTUMAYO LTDA.;860079814;omultepet1981@gmail.com;1492621474;Fondos de empleados
COOPERATIVA MULTIACTIVA FAMILIAR PARA EL DESARROLLO;800233673;coopfader2@yahoo.com;390737484;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE FONADE;800206104;svalero@enterritorio.gov.co;1662402294;Fondos de empleados
FONDO DE EMPLEADOS DE DUNOCOL LTDA;800137094;contador@tufondo.com.co;787450488;Fondos de empleados
FONDO DE EMPLEADOS DE CENTURYLINK COLOMBIA S.A.S.;800193068;contador@tufondo.com.co;7490811882;Fondos de empleados
FONDO EMPLEADOS CERRACOL;860512977;fdocerracol1@hotmail.com;495962936;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO LOS ARRAYANES CTA.;800014189;aurorac24@yahoo.es;12820978;Cooperativa y otros
FONDO DE BIENESTAR DE PROFESORES Y EMPLEADOS DE LAS INSTITUCIONES EDUCATIVAS;800002986;fonbiproit@yahoo.com;1536790734;Fondos de empleados
FONDO DE EMPLEADOS DE ALCATEL;860404278;contador@tufondo.com.co;11214003034;Fondos de empleados
COOPERATIVA MULTIACTIVA VERBENAL LTDA.;800053572;cooperativaverbenal@gmail.com;479958496;Cooperativa sin ahorro
FONDO DE EMPLEADOS DOCENTES RAMON FRANKY ROJAS ;860517614;bcmarroquint@unal.edu.co;2935248000;Fondos de empleados
COOPERATIVA MULTIACTIVA DE LA CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA  C A R ;860037018;gerencia@coopercar.net;3045428053;Cooperativa sin ahorro
COOPERATIVA DEL BARRIO PUERTA DE TEJA;800049463;acoomac-ltda@hotmail.com;42172165;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DEL MINISTERIO DEL DEPORTE COOPMINDEPORTE;860033036;cooperativa@coopmindeporte.com;827147842;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS COMPLEMENTARIOS LAS QUINTAS;860021917;ricardosuca@gmail.com;12312009130;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE PENSIONADOS DE SANTANDER TERCER MILENIO;804008783;coopesansantander@yahoo.com.co;77886886;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE COMUNICADORES SOCIALES DE LA COSTA ATLÁNTICA;800181197;coopercomdelacosta@coopercom.co;1281285016;Cooperativa y otros
FONDO DE SERVICIO SOCIAL INTEGRADO PARA EMP.DE CIPLAS Y EMPRESAS ANEXA;860066037;gerencia.fesic@ciplas.com.co;3318393243;Fondos de empleados
COOPERATIVA DE TRABAJADORES DE LA BENEFICENCIA DE CUNDINAMARCA;860014825;contabilidad@coopbenecun.com.co;8394263998;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL INSTITUTO COLOMBIANO DE NORMAS TECNICAS ICONTEC;860534184;mpmalaver@icontec.gov.co;4890951532;Fondos de empleados
FONDO DE EMPLEADOS DE ALMAGRARIO S.A;860517637;mireya@fonalmagrario.com;799784558;Fondos de empleados
COOPERATIVA MULTIACTIVA SOCIAL Y DE SERVICIOS LTDA;800245455;coopserviltda@yahoo.com;598783085;Cooperativa y otros
FONDO DE EMPLEADOS DE LA SECRETARIA DISTRITAL DE INTEGRACION SOCIAL ;800043069;gerencia@fesdis.com.co;3104232013;Fondos de empleados
FONDO DE EMPLEADOS DE ELECTROLUX;860326914;feluxcolombia@gmail.com;537127172;Fondos de empleados
FONDO DE EMPLEADOS DE COOPIDROGAS;860350352;fecopi@coopidrogas.com.co;13533959485;Fondos de empleados
COOPERATIVA DE PRODUCCION Y TRABAJO VENCEDOR;860522164;contabilidad@vencedor.coop;43715490702;Cooperativa y otros
FONDO DE EMPLEADOS Y TRABAJADORES DE LOS SECTORES PRODUCTIVOS, COMERCIAL, DE SERVICIOS Y DE LA SALUD;830045402;german.camargoq@gmail.com;162758505;Fondos de empleados
FONDO de AHORROS EMPLEADOS SINGER;860029776;faes6@yahoo.com;285708300;Fondos de empleados
COOPERATIVA DE CONTADORES PUBLICOS;860076498;contap.cta@gmail.com;21819621;Cooperativa y otros
FONDO DE TRABAJADORES Y PENSIONADOS DEL SECTOR DE LAS COMUNICACIONES AFINES Y OTROS;860007346;fedetel@gmail.com;4351797186;Fondos de empleados
COOPERATIVA INTEGRAL BONANZA;860055383;gerencia@coobonanza.com;78431434;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE MILITARES EN RET Y CIV PENS DE LAS FFMM LTD;860510115;coopemilci@hotmail.com;118105653;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE TRABAJADORES DE DIDACOL S. A.;860504099;gerenciacoopracoltda@gmail.com;900656467;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA ANTONIO JOSE JARAMILLO TOBON;890903152;info@coobelmira.com;9868262719;Ahorro y credito
COOPERATIVA MULTIACTIVA DE EMPLEADOS DEL INEM  LUIS LOPEZ DE MESA;892001486;coodeinem@hotmail.com;547555886;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE MADRES COMUNITARIAS;811001810;coomacogerencia@gmail.com;3976836445;Cooperativa sin ahorro
COOPERATIVA DE LOS TRABAJADOREES DE LA SALUD  LTDA;800113307;neryloca@hotmail.com;115306912;Cooperativa sin ahorro
COOPERATIVA DE DESARROLLO INTEGRAL COOSALUD;800249241;notificacionescoopmultiactiva@coosalud.com;34100000000000000;Cooperativa sin ahorro
FONDO DE EMPLEADOS MULTIHERRAJES;811005857;fondo.creatum@creatum.com.co;630225771;Fondos de empleados
FONDO DE EMPLEADOS DE BATERIAS WILLARD;802001366;mlbonet@bateriaswillard.com;1528702473;Fondos de empleados
PRECOOPERATIVA DE COMERCIANTES DE LA PLAZA MINORISTA;811005411;financiera@plazaminorista.com.co;2907188555;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL HOTEL POBLADO PLAZA S A ;811004465;fodein@hotelpobladoplaza.com;396745859;Fondos de empleados
ASOCIACION MUTUAL LOMA HERMOSA;890984572;hbolivarb@gmail.com;357988710;Mutuales
COOPERATIVA DE CAFICULTORES DE SANTA ROSA DE C. LTDA.;891400435;cooperativa.caficultores@gmail.com;8150531997;Cooperativa sin ahorro
COOPERATIVA DE GANADEROS Y AGRICULTORES DEL RISARALDA LTDA;891401093;codegar@codegar.com;22026175952;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE COLOMBIANA KIMBERLY COLPAPEL S A ;890985581;fondodeempleados@fecol.com.co;14672056508;Fondos de empleados
FONDO DE EMPLEADOS DE PIGMENTOS Y PROUCTOS QUIMICOS S.A;800148866;fempisa@yahho.es;1405835748;Fondos de empleados
ASOCIACION MUTUAL SANTA CLARA;800060211;santaclaradirfinanciera@gmail.com;10862664541;Mutuales
COOPERATIVA DE DESARROLLO TECNOLOGICO DEL ORIENTE COL;804004018;gerencia@coinversiones.com;8585785525;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE ESPECIALIDADES QUIRURGICAS DEL;822000621;quirurcoop1@gmail.com;256611168;Cooperativa y otros
FONDO DE EMPLEADOS DE PCL Y FILIALES;800148588;gerenciaadministrativa@pcl.com.co;843798245;Fondos de empleados
FONDO DE EMPLEADOS DE RESORTES HERCULES LTDA.;805000345;fondoempleados@organizacionhercules.com;961662032;Fondos de empleados
FONDO DE EMPLEADOS DE RAGISTRADURIA NAL FONTRENEC LTDA.;800001618;fontrenec@gmail.com;732083308;Fondos de empleados
COOPERATIVA INTEGRAL DE TRABAJADORES DE LA SALUD DE BOYACA;891800770;cointrasaludboyaca.06@hotmail.com;4561128123;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA AVANCEMOS;891855359;coavancemos1009@gmail.com;2739066116;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE AHORRO Y VIVIENDA DE LA  U.P.T.C LTDA.;800059840;foraviuptc@gmail.com;10586156190;Fondos de empleados
FOND0 DE EMPLEADOS  Y TRABAJADORES DE LA UPTC;800121847;fundet@uptc.edu.co;1050891753;Fondos de empleados
CENTRAL DE COOPERATIVAS DEL TOLIMA;890703643;cencotol@gmail.com;2788106071;Cooperativa y otros
FONDO DE EMPLEADOS DE GASES DE LA GUAJIRA S.A;800230004;fondegases@hotmail.com;3067760369;Fondos de empleados
COOPERATIVA MULTIACTIVA DE MARULANDA;890804117;fannyescobar2012@yahoo.es;19834150;Cooperativa sin ahorro
COOPERATIVA DE INSTITUTORES DE CALDAS;890800176;contabilidad@cidecal.com;11731082396;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO LA PLAYA LTDA;800017164;joseganan1592@gmail.com;192308159;Cooperativa y otros
COOPERATIVA DE COMERCIANTES DE LA PLAZA DE MERCADO;800243145;coomercar@yahoo.com;863593448;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DEL MENOR TRABAJADOR;810000889;gerenciacoo@hotmail.es;255066488;Cooperativa y otros
FONDO DE EMPLEADOS FRIGOCENTRO;800017825;olgamarulanda@frigocentro.com;322966263;Fondos de empleados
COOPERATIVA ESPECIALIZADA DE EDUCACION DE GARZON LTDA;891100732;coedugar@yahoo.com;2788538430;Cooperativa sin ahorro
ACOOLSURE ATLANTICO;800065607;acoolsure@hotmail.com;8196969133;Cooperativa sin ahorro
FONDO DE EMPLEADOS CLINICA DEL CARIBE;800100949;fondo-caribe@hotmail.com;486982982;Fondos de empleados
COOPERATIVA DEL INEM DE ARMENIA ;890002228;coopeinem@hotmail.com;416283279;Cooperativa sin ahorro
FONDO DE  EMPLEADOS DE AGROINCE LTDA Y CIA S.C.A.;800213957;agroince@agroince.com;402661377;Fondos de empleados
FONDO DE EMPLEADOS DE GIRONES;804004245;fondogironltda@gmail.com;67572970;Fondos de empleados
COOPERATIVA DE TRABAJADORES DEL BANCO DE COLOMBIA;890203115;cooptrabancol@hotmail.com;132922973;Cooperativa y otros
PRECOOPERATIVA MEJOREMOS LA LINEA CALARCA LTDA;800015539;coomelalical@gmail.com;110914588;Cooperativa y otros
FONDO DE EMPLEADOS DE JARDINES DE ESPERANZA LTDA.;890506295;fondejardes@hotmail.com;386423701;Fondos de empleados
PRECOOPERATIVA PROFESIONAL EN ESTUDIOS Y SERVICIO TECNICO AMBIENTAL;807002270;cooproconas-cta@cooproconas-cta.org;967526912;Cooperativa y otros
COOPERATIVA DE TRABAJADIRES DE LA FABRICA COATS CADENA;891400428;coopcoatsgerencia@gmail.com;3284215759;Cooperativa sin ahorro
GRUPO PRECOOPERATIVO  LA MARINA LTDA;800048112;cootrasolamar@gmail.com;216484230;Cooperativa y otros
COOPERATIVA INTEGRAL DE TRABAJO ASOCIADO LIMITADA;800162721;asesorarlimitada@hotmail.com;2497490759;Cooperativa y otros
COOPERATIVA DE CREDITO SANTANDER LTDA COARROSAN;800132196;coarrosanltda@hotmail.com;97317736;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA SEGURO PORVENIR ;800191197;cooporvenir@hotmail.com;1259754948;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE SURTIDORA DE GAS DEL CARIBE S.A.;800131810;linda.delcastillo@surtigas.co;8798558659;Fondos de empleados
PRECOOPERATIVA UNIGASPAIS LTDA;820002796;progresocta@gmail.com;222421175;Cooperativa y otros
COOPERATIVA MULTIACTIVA NUEVA SOCIEDAD LTDA;800105359;coonueva@hotmail.com;120490533;Cooperativa sin ahorro
COOPERATIVA AGRICOLA DEL ORIENTE DE CUNDINAMARCA;860047584;cooagroriente@gmail.com;1852787417;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE BRITISH AMERICAN TOBACCO COLOMBIA SAS;800053988;ximena.pena@febatco.com;5298064458;Fondos de empleados
FONDO DE EMPLEADOS DE EMPRESAS VARIAS DE MEDELLIN;890985688;maria.giraldo@emvarias.com.co;687340954;Fondos de empleados
COOPERATIVA INTEGRAL TRABAJADORES DE EDUCACION BOAVITA LTDA;800086541;vladimircv75@gmail.com;288385133;Cooperativa sin ahorro
COOPERATIVA DE TECNICOS E INGENIEROS DE LA INDUSTRIA DEL PETROLEO Y AFINES LTDA.;804000243;gerencia@tipcolombia.com;11932397888;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO ROVIRENSES LTDA.;800015900;alfcaste@hotmail.com;113621947;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO MONUMENTO LTDA.;804001787;alfcaste@hotmail.com;219793620;Cooperativa y otros
FONDO DE EMPLEADOS DE LA DIAN DE PEREIRA;800237153;fomdianpereira@homail.com;812307215;Fondos de empleados
COOPERATIVA DE EDUCACION DE RISARALDA;891408412;cooedurltda75@hotmail.com;1271213882;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA ALGODONERA DEL DEPARTAMENTO DEL CESAR;890203217;contabilidad@coalcesar.com.co;22277324157;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO PRESTADORA DE BIENES Y SERVICIOS UBATE;832007306;copbiserubate@gmail.com;557431978;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO EL TARRA LTDA;807001492;cooptarra@hotmail.com;167979117;Cooperativa y otros
COOPERATIVA DE EXFUNCIONARIOS DE IBM;800143072;coodexi1@gmail.com;1064729900;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE TRABAJADORES DEL SECTOR EDUCATIVO COLOMBIANO Y PENSIONADOS COOEDUCOL;860022447;info@cooeducol.com;4359959419;Cooperativa sin ahorro
COOPERATIVA DE  EDUCACION Y DE OTROS SERVICIOS DEL NOROCCIDENTE DE  SANTAFE DE BOGOTA D.C.;860028481;gerencia@cooedunor.edu.co;109429353;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE SKN CARIBECAFE LTDA;800235336;marthaforero33@hotmail.com;305654904;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO COOSERVIMOS;809001069;cooservi69@gmail.com;15165296;Cooperativa y otros
COOPERATIVA DEL SECTOR PENSIONAL COLOMBIANO LTDA;800082347;coopenalcol@gmail.com;54006896;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO PROGRESAR;815000858;frigorificoprogresar@hotmal.com;2092147585;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO Y SERVICIOS DE BUGA;800228013;cootraserbucontabilidad@gmail.com;925446945;Cooperativa y otros
FONDO DE EMPLEADOS DEL INSTITUTO GEOGRAFICO  AGUSTIN CODAZZI  SECCIONAL VALLE LT;890330878;emfovalle@gmail.com;167850077;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO PERLA DEL INGUMA;800017414;ctaperlaingruma@yahoo.es;144000787;Cooperativa y otros
FONDO EMPLEADOS COOPERATIVA DE TRANSPORTADORES DEL RDA.LTDA.;816002817;fetraris@cootraris.com;204950428;Fondos de empleados
FONDO DE EMPLEADOS DE COORSERPARK;830111713;contador@tufondo.com.co;3212064004;Fondos de empleados
FONDO DE EMPLEADOS DE STILOTEX;830107580;fonestilotex20202@gmail.com;451546013;Fondos de empleados
FONDO DE EMPLEADOS DEL CLUB MILITAR;832005074;jabepi@yahoo.com;503630412;Fondos de empleados
COOPERATIVA MULTIACTIVA TRANSPORTADORA DE GAS INTERNACIONAL;804007876;gerente.coomtgi@tgi.com.co;28263581844;Cooperativa sin ahorro
FONDO DE EMPLEADOS GRUPO ENDESA COLOMBIA;830122046;contabilidad@fendesa.com;8412670045;Fondos de empleados
FONDO DE SOLIDARIDAD DE ASIEMCALI;805022350;fsa@asiemcali.com;264700575;Mutuales
COOPERATIVA DE TRABAJO ASOCIADO EL CARARE;890211991;cooptracar@gmail.com;194290900;Cooperativa y otros
COOPERATIVA DE TRAB ASOC PARA LA CONSTR DIS EST INTERV Y AGROIND LTDA;800202566;codesiacta@gmail.com;751206614;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO DEL MUNICIPIO DE SAN ANDRES;804003183;estebanherreraher@gmail.com;285800250;Cooperativa y otros
FONDO DE EMPLEADOS Y PROFESORES DEL DEPARTAMENTO DE QUIMICA DE LA UNIVERSIDAD DE;814000148;contabilidadfonquim@hotmail.com;1266681300;Fondos de empleados
FONDO DE EMPLEADOS DE INDUSTRIA NACIONAL DE GASEOSASS.A. FONEMROMAN ;800101770;fonemroman@hotmail.com;2640983124;Fondos de empleados
COOPERATIVA DE EDUCADORES Y TRABAJADORES DE LA EDUCACION PIVIJAY (MAGD.);800199030;cooedutpimag1991@gmail.com;281295428;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA LA CHUCURE#A LTDA.;800032010;mapo54@hotmail.com;426592274;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE PRODUCCION Y PRESTACION DE SERVICIOS INTEGRACION SIGLO XXI;830105533;coopinsi@hotmail.com;254618662;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE PROMEDICO;805019304;abarco@promedico.com.co;547142643;Fondos de empleados
COOPERATIVA MULTIACTIVA VERSATIL LTDA;830101203;gerencia@cooversatil.com.co;708571488;Cooperativa sin ahorro
COOPIMAR SOCIEDAD COOPERATIVA DE SERVICIOS PIMAR;830101986;coopimar@coopimar.com;395166472;Cooperativa sin ahorro
ORGANIZACION COOPERATIVA COLOMBIANA DE CULTURA  COLCULTURA O.C;830110827;colcultura@hotmail.com;151830159;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA SOCIEDAD HERMANOS DE LA CARIDAD;802012032;coofeshca.2@hotmail.com;225914296;Fondos de empleados
FONDO DE EMPLEADOS DE MICROEMPRESAS DE COLOMBIA;811036750;gerencia@microempresa.co;2060847553;Fondos de empleados
FONDO DE PROFESORES Y EMPLEADOS DE LA ESCUELA DE IDIOMAS DE LA UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA;820003340;juaned8a@gmail.com;383002313;Fondos de empleados
GESTION EFICIENTE DE PROCESOS COOPERATIVA DE TRABAJO ASOCIADO;830101368;gerencia@gepcta.com;363378793;Cooperativa y otros
COOPERATIVA DE TRABAJADORES ASOCIADOS PRESTADORES DE SERVICIOS DE ASEO Y RECICLAJE;811033292;gerencia@cootrama.com;1717412881;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE SERVICIOS LTDA;830111874;coopmultifin@hotmail.com;55859401;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE DOMICILIARIOS;830077787;contabilidad@domencoop.com.co;1127969976;Cooperativa y otros
FONDO DE EMPLEADOS DE INDUSTRIA COLOMBIANA DE TAPAS S.A. INCOLTAPAS S.A.;830057683;contabilidad@incoltapas.com.co;677062885;Fondos de empleados
FONDO DE EMPLEADOS DE DISAN COLOMBIA S.A.;830054073;fedisan@disan.com.co;3402538737;Fondos de empleados
COOPERATIVA DE EMPLEADOS DE GM COLMOTORES;860020315;coopcol@coopecolgm.com.co;4122939935;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL HOSPITAL DEPARTAMENTAL DE NARI¥O;800053060;fondoempleadoshd@yahoo.com;4902407737;Fondos de empleados
COOPERATIVA MULTIACTIVA DE LA PLAZA DE FLOREZ;811017194;coplaflorez@une.net.co;958990581;Cooperativa sin ahorro
FONDO DE EMPLEADOS Y PROFESORES DE INSTITUCIONES DE EDUCACION SUPERIOR;802003110;contabilidadfeducar@gmail.com;85052538;Fondos de empleados
FONDO DE EMPLEADOS DE LA INDUSTRIA ALIMENTICIA;811041611;fedialfondomed@hotmail.com;105280062;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO SERVICARD;821003345;adrimaro40@hotmail.com;45258078;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO DE ESTBADORES DE CUNDINAMARCA LTDA;832003219;coescundi45@yahoo.es;23888280;Cooperativa y otros
COOPERATIVA DE TRABAJADORES DE LA REGIONAL DE SALUD CENTRO OCCIDENTAL;800241735;cootresco@hotmail.com;1054985079;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE CARGUE Y DESCARGUE;815001586;cootradescar@gmail.com;130224530;Cooperativa y otros
FONDO DE EMPLEADOS DE SUCESORES DE GERMAN POSADA LTDA;811011233;fomper.perman@gmail.com;565185005;Fondos de empleados
FONDO DE EMPLEADOS DE CARVAL DE COLOMBIA FEC;805009102;contador@tufondo.com.co;1433925100;Fondos de empleados
FONDO DE EMPLEADOS CHILDEN INTERNATIONAL COLOMBIA;802002229;fondecicol@gmail.com;428946090;Fondos de empleados
UNIVERSIDAD COOPERATIVA DE COLOMBIA;860029924;luz.vega@ucc.edu.co;6740000000000000;Cooperativa y otros
FONDO DE EMPLEADOS  DENTSPLY;830065195;fedefondoempleadosdentsply@gmail.com;449417279;Fondos de empleados
FONDO DE EMPLEADOS DE DELIMA Y CIA MEDELLIN LTDA;890908351;fedelimamede@hotmail.com;313208013;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO AGROPECUARIO GENETICA Y TECNOLOGIA;811018984;contabilidad@genytec.com.co;2063571673;Cooperativa y otros
FONDO DE EMPLEADOS CAMARA DE COMERCIO DE PALMIRA;800183877;apoyofinanciero@ccpalmira.org.co;1006331287;Fondos de empleados
COOPERATIVA COMUNITARIA EL SANTUARIO;811013354;contabilidad@coomunelsacta.comc.o;1207707352;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO ALTAGRACIA;816002975;cootraltagracia@gmail.com;257770408;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO EL CENTRO;816004084;cootracentro@gmaiil.com;148728376;Cooperativa y otros
FONDO DE EMPLEADOS CALIMA;811022193;foncalima@calima.com.co;673723224;Fondos de empleados
FONDO DE EMPLEADOS DEL CARMEL CLUB CAMPESTRE;800048292;evelyn.820@hotmail.com;442944252;Fondos de empleados
FONDO DE EMPLEADOS DE INDUSTRIAS BISONTE Y RINOPACK;830079299;fonbisonte@gmail.com;971206985;Fondos de empleados
FONDO DE EMPLEADOS FEMCO;811022667;gerencia@femco.co;8297973072;Fondos de empleados
COOPERATIVA MULTIACTIVA DE MILITARES TECNICOS EN RETIRO Y PERSONAL CIVIL LTDA;860045388;info@coodemil.org;42532319;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA BOLSA MERCANTIL DE COLOMBIA;860520747;febolsa@outlook.com;1392888824;Fondos de empleados
PRECOOPERATIVA DE TRABAJO ASOCIADO DE PRODUCTIVIDAD Y DESARROLLO;830101205;gustavo618@gmail.com;271240827;Cooperativa y otros
PRECOOPERATIVA DE TRABAJO ASOCIADO VINCULOS EMPRESARIALES;830122300;gerenciavempcta@gmail.com;49296973;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE CARBONES LAS LEONAS;826003565;carboleonas@hotmail.com;1182454538;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO PARA LA FAB Y COMERC DE PDCTOS FARMACEUTICOS Y SIMILARES;804014715;coodrogascta@yahoo.com.co;2336105;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO CRECER Y CREAR;811023637;creceradmon@hotmail.com;1922490945;Cooperativa y otros
FONDO DE EMPLEADOS DE MEDICINA LEGAL;813001152;fondo.empleados.femel@gmail.com;145807155;Fondos de empleados
COOPERATIVA AGROPECUARIA DE PUPIALES LTDA;800227197;coopeagropupiales@hotmail.es;1018856774;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA UNIVERSIDAD DE CUNDINAMARCA;808000900;fondoudec001@hotmail.com;517036193;Fondos de empleados
COEXISTIR COOPERATIVA DE TRABAJO ASOCIADO;805020531;coexistircta@hotmail.com;32299027;Cooperativa y otros
SERVICIOS COOPERATIVOS MULTIACTIVOS LTDA;830092006;mulsercoopltda@hotmail.com;622833251;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE ABRASIVOS DE COLOMBIA;811021946;fondo.empleados@abracol.com;843000078;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO MOVILIZAMOS LTDA.;810003946;empresas_asociativas@hotmail.es;82989885;Cooperativa y otros
COOPERATIVA DEPARTAMENTAL CAFETERA DE CUNDINAMARCA LTDA.;830090449;oscarp.betran@coodecafec.com;2462107250;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA CAMARA DE COMERCIO ARMENIA;800151246;fondocamara@gmail.com;119720082;Fondos de empleados
COOPERATIVA MULTIACTIVA DE AGRICULTORES BRISAS DE LA CEJA LTDA;813011456;coagrobrisas@gmail.com;3880684762;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE COLOMBIA MOVIL;830140493;fondo.empleados@tigo.com.co;7617888261;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO PARA EL FOMENTO EMPRESARIAL LTDA;804013655;patriciabecerra1239@hotmail.com;355082237;Cooperativa y otros
FONDO DE EMPLEADOS DE AGOFER S.A.;805015495;carmenrosa_cely@hotmail.com;1727109912;Fondos de empleados
FONDO DE EMPLEADOS FONDEAGRO;832006752;fondeagro@agromonte-sa.com;600540370;Fondos de empleados
FONDO EMPLEADOS DE NATIONAL OILWELL VARCO DE COLOMBIA;830086752;fondepi.fondepi@gmail.com;327320026;Fondos de empleados
COOPERATIVA DE SERVICIOS Y TRANSPORTE;811036424;contabilidad.coosertra@gmail.com;393940615;Cooperativa y otros
COOPERATIVA NACIONAL DE CREDITOS Y SERVICIOS SOCIALES;830502234;coopfinanciar@hotmail.com;3719403748;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL CENTRO NACIONAL DE CONSULTORIA;830146356;dievonri@hotmail.com;165399390;Fondos de empleados
